GeneID	CommonName	OligosNum	OligosIDs	OligosSites	P-values	log2(MeanRatios)	Description
At4g37070		5	35694602,35694603,35694604,35694605,35694606,	17467994,17468387,17469166,17469835,17470366,	0.00099,0.00072,0.0015,0.002,0.0014,	0.87,1.1,1.2,1,0.83,	patatin, putative similar to patatin-like latex allergen [Hevea brasiliensis][PMID:10589016]; contains patatin domain PF01734
At4g40050		5	35696397,35696398,35696400,35696402,35696403,	18566438,18567078,18569436,18570753,18571447,	0.0032,0.0058,3.4e-05,0.0094,0.0032,	0.8,0.7,2,0.96,0.88,	expressed protein 
At4g40060	ATHB16	5	35696404,35696405,35696406,35696407,35696408,	18572226,18572695,18573153,18573571,18574127,	0.0048,0.0068,0.00014,0.002,0.0031,	0.72,0.67,1.2,1.1,0.78,	homeobox-leucine zipper protein 16 (HB-16) / HD-ZIP transcription factor 16 identical to homeodomain leucine-zipper protein ATHB-16 (GP:5668909|) {Arabidopsis thaliana}
At5g04770		5	35698636,35698637,35698638,35698641,35698642,	1377202,1377719,1378109,1380249,1380649,	7.1e-05,5.5e-05,0.00047,0.0014,2.7e-05,	1.5,1.3,1.2,0.86,1.6,	amino acid permease family protein similar to cationic amino acid transporter-1 [Rattus norvegicus] GI:1589917; contains Pfam profile PF00324: Amino acid permease
At5g08790	ANAC081;ATAF2	5	35701018,35701019,35701020,35701021,35701022,	2859731,2860350,2860871,2861313,2861865,	0.0046,2.6e-05,0.00023,0.0046,0.00088,	0.74,1.6,1.3,0.86,1.1,	no apical meristem (NAM) family protein contains Pfam PF02365: No apical meristem (NAM) domain;
At5g11970		5	35702658,35702659,35702660,35702661,35702662,	3863359,3864428,3864829,3865409,3865818,	0.0047,0.00017,8.2e-06,0.00016,0.0024,	0.9,2,2.8,1.5,0.92,	expressed protein 
At5g14700		5	35704094,35704095,35704096,35704098,35704099,	4740737,4741701,4742323,4743568,4743965,	0.0047,0.0028,0.0017,0.0036,0.0014,	0.79,0.97,0.83,0.91,0.99,	cinnamoyl-CoA reductase-related similar to cinnamoyl-CoA reductase from Pinus taeda [GI:17978649], Saccharum officinarum [GI:3341511]
At5g17240		5	35705578,35705580,35705581,35705582,35705583,	5664518,5665334,5665739,5666225,5666839,	0.0022,0.00012,5.2e-05,0.00014,0.0016,	1.1,1.3,2.3,1.2,0.86,	SET domain-containing protein contains Pfam profile PF00856: SET domain
At5g17760		5	35705877,35705878,35705879,35705880,35705881,	5861279,5861780,5862573,5863199,5864285,	0.0091,0.0095,0.0033,7.1e-05,0.0041,	0.66,0.73,1.1,1.8,0.73,	AAA-type ATPase family protein contains Pfam profile: ATPase family PF00004
At5g24530		5	35709798,35709800,35709802,35709803,35709804,	8376418,8378876,8380804,8381412,8382027,	0.001,0.0077,0.0069,1.7e-05,0.0051,	1.1,0.63,0.83,2.1,0.7,	oxidoreductase, 2OG-Fe(II) oxygenase family protein similar to flavanone 3-hydroxylase [Persea americana][GI:727410]; contains PF03171 2OG-Fe(II) oxygenase superfamily domain
At5g37540		5	35718792,35718793,35718794,35718795,35718796,	14929029,14929566,14930191,14930802,14931196,	0.00088,8.6e-05,0.0036,0.0021,2.6e-06,	0.95,1.5,0.87,1.6,2.8,	aspartyl protease family protein weak similarity to CND41, chloroplast nucleoid DNA binding protein [Nicotiana tabacum] GI:2541876; contains Prosite PS00141: Eukaryotic and viral aspartyl proteases active site; contains 1 predicted transmembrane domain
At5g40790		5	35720817,35720820,35720821,35720822,35720823,	16347886,16349575,16349978,16350376,16351257,	0.0065,0.0052,0.0014,0.0024,0.00096,	0.97,0.87,1,0.76,1,	hypothetical protein 
At5g43800		5	35722709,35722710,35722711,35722714,35722718,	17616912,17617400,17617810,17619154,17621371,	0.009,0.0036,0.00056,0.0016,0.0037,	0.76,0.74,1,0.89,0.96,	
At5g53510		5	35729025,35729026,35729027,35729028,35729029,	21751509,21751898,21752658,21753418,21753843,	0.00046,0.0016,2.8e-05,0.0024,4.5e-05,	1.3,0.89,2.2,0.95,1.7,	oligopeptide transporter OPT family protein similar to SP|P40900 Sexual differentiation process protein isp4 {Schizosaccharomyces pombe}, oligopeptide transporter Opt1p [Candida albicans] GI:2367386; contains Pfam profile PF03169: OPT oligopeptide transporter protein
At5g57110	ACA8	5	35731149,35731150,35731151,35731152,35731153,	23134624,23135400,23135991,23136547,23136990,	0.0014,0.00026,0.0011,0.0052,0.0032,	1.1,1.1,1.3,1.1,0.76,	calcium-transporting ATPase 8, plasma membrane-type / Ca(2+)-ATPase isoform 8 (ACA8) identical to calcium-transporting ATPase 8, plasma membrane-type SP:Q9LF79 from [Arabidopsis thaliana]
At5g58660		5	35732067,35732068,35732069,35732070,35732071,	23718425,23718833,23719231,23719672,23720102,	0.00022,0.0011,0.00011,0.0015,0.0031,	1.4,0.91,1.2,1.1,0.78,	oxidoreductase, 2OG-Fe(II) oxygenase family protein similar to ACC oxidase, Lycopersicon esculentum [SP|P05116], gibberellin 3B-hydroxylase, Latuca sativa [gi:4164145]; contains Pfam domain PF03171, 2OG-Fe(II) oxygenase superfamily
At5g62130		5	35734028,35734029,35734030,35734031,35734033,	24969257,24969650,24970103,24970489,24971596,	2.3e-05,4.7e-06,7.2e-05,0.0054,0.0033,	1.7,2.6,1.6,0.95,0.82,	Per1-like protein-related 
At5g62220		5	35734085,35734086,35734087,35734088,35734089,	25005714,25006464,25007319,25007822,25008354,	0.00036,0.0012,0.00012,1.6e-05,0.0014,	1.1,0.91,1.2,2.2,1.1,	exostosin family protein contains Pfam profile: PF03016 Exostosin family
At5g66650		5	35736666,35736667,35736669,35736670,35736671,	26620583,26620983,26622122,26622648,26623081,	0.00046,0.0017,4.1e-05,0.00017,0.00039,	1,0.92,2,1.1,1.3,	expressed protein contains Pfam domain, PF04678: Protein of unknown function, DUF607
At5g67280		5	35737042,35737043,35737044,35737045,35737046,	26860312,26860771,26861581,26861965,26862751,	0.00011,8.1e-05,0.0087,0.0025,0.00081,	1.3,1.3,0.68,0.78,1.3,	leucine-rich repeat transmembrane protein kinase, putative 
At5g67300		5	35737055,35737056,35737057,35737058,35737060,	26869515,26870006,26870420,26871045,26872218,	0.00016,4.6e-05,1.1e-05,4.8e-06,0.00081,	1.1,1.6,2.2,2.2,0.9,	myb family transcription factor contains PFAM profile: myb DNA binding domain PF00249
At1g01320		4	35556020,35556030,35556031,35556032,	124507,131147,131709,132095,	0.004,5.7e-06,2.5e-06,5.5e-05,	0.76,2.7,2.9,1.6,	tetratricopeptide repeat (TPR)-containing protein low similarity to SP|P46825 Kinesin light chain (KLC) {Loligo pealeii}; contains Pfam profile PF00515: TPR Domain
At1g01600		4	35556183,35556184,35556185,35556186,	218991,219745,220285,220810,	0.00066,5.4e-05,0.00011,0.00012,	1.1,1.3,1.8,1.3,	cytochrome P450, putative similar to cytochrome P450 GI:10442763 from [Triticum aestivum]
At1g02205		4	35556534,35556535,35556536,35556537,	418512,418975,419804,420333,	7e-05,0.0071,0.0022,0.0039,	1.3,0.73,0.92,1,	CER1 protein identical to maize gl1 homolog (glossy1 locus) GI:1209703 and CER1 GI:1199467 from [Arabidopsis thaliana]
At1g02640		4	35556770,35556771,35556772,35556773,	565284,566267,566796,567215,	0.00018,1.9e-05,0.00012,0.00051,	1.4,1.7,1.2,1.1,	glycosyl hydrolase family 3 protein similar to beta-xylosidase GB:Z84377 GI:2102655 from [Aspergillus niger]
At1g03850		4	35557442,35557443,35557444,35557445,	977614,978135,978566,979036,	0.0054,5.1e-05,0.00051,0.0019,	0.69,1.5,1.3,1,	glutaredoxin family protein contains INTERPRO Domain IPR002109, Glutaredoxin (thioltransferase)
At1g04680		4	35557991,35557994,35557995,35557996,	1305014,1306674,1307112,1307654,	0.0011,0.0035,6.1e-05,0.0053,	0.9,0.84,1.6,0.68,	pectate lyase family protein similar to pectate lyase GP:14531296 from [Fragaria x ananassa]
At1g04690		4	35558002,35558005,35558006,35558007,	1310921,1312885,1313294,1313703,	0.0011,0.00029,0.00097,0.0016,	0.96,1.3,1.1,0.9,	potassium channel protein, putative nearly identical to K+ channel protein [Arabidopsis thaliana] GI:1063415; contains Pfam profile PF00248: oxidoreductase, aldo/keto reductase family
At1g07150		4	35559487,35559488,35559490,35559491,	2194552,2194952,2196259,2196724,	0.0016,0.00097,0.0053,1.6e-05,	1.2,1,1.1,1.8,	protein kinase family protein contains eukaryotic protein kinase domain, INTERPRO:IPR000719
At1g07430		4	35559635,35559636,35559637,35559640,	2282205,2283019,2283490,2285235,	0.00047,6.1e-06,3.6e-05,0.0029,	1.1,2.2,1.9,0.77,	protein phosphatase 2C, putative / PP2C, putative similar to GB:CAB90633 from [Fagus sylvatica]
At1g07650		4	35559775,35559776,35559778,35559780,	2365256,2365870,2366710,2367586,	0.0071,0.00039,0.0015,0.0055,	0.73,1.1,0.82,0.68,	leucine-rich repeat transmembrane protein kinase, putative similar to GB:AAC50043 from [Arabidopsis thaliana] (Plant Mol. Biol. 37 (4), 587-596 (1998))
At1g09520		4	35560953,35560954,35560955,35560956,	3071680,3072095,3072538,3073105,	0.0047,1.5e-05,4.9e-05,7.9e-05,	0.75,2,1.8,1.5,	expressed protein 
At1g11220		4	35562094,35562095,35562096,35562097,	3760055,3760573,3761008,3761415,	0.0027,0.00012,0.0079,0.0048,	0.92,1.4,0.75,0.79,	expressed protein contains similarity to cotton fiber expressed protein 1 [Gossypium hirsutum] gi|3264828|gb|AAC33276
At1g11230		4	35562100,35562102,35562103,35562104,	3763612,3764480,3765022,3765547,	0.00059,4.2e-06,2.4e-05,0.0015,	1,2.3,1.9,1.1,	hypothetical protein contains similarity to cotton fiber expressed protein 1 [Gossypium hirsutum] gi|3264828|gb|AAC33276
At1g11700		4	35562391,35562392,35562393,35562394,	3944238,3944702,3945122,3945815,	0.0002,1.6e-05,0.002,0.00052,	1.2,1.6,0.83,1.1,	expressed protein contains Pfam profile PF04520: Protein of unknown function, DUF584
At1g12420	ACR8	4	35562847,35562848,35562849,35562850,	4229648,4230593,4231070,4231516,	3e-06,9.7e-06,0.00065,7.3e-05,	2.9,2.7,1.2,1.3,	ACT domain-containing protein (ACR8) contains Pfam ACT domain PF01842
At1g13245		4	35563317,35563319,35563320,35563321,	4526107,4527818,4528363,4528824,	2.5e-05,0.00045,0.00079,1.3e-05,	1.7,1,0.95,2,	expressed protein 
At1g14920	GAI;RGA2	4	35564316,35564317,35564318,35564319,	5146669,5147081,5147675,5148425,	0.0019,0.0033,9.4e-05,0.0017,	1.1,0.82,1.4,1.1,	gibberellin response modulator (GAI) (RGA2) / gibberellin-responsive modulator identical to GAI GB:CAA75492 GI:2569938 [Arabidopsis thaliana] (Genes Dev. In press)
At1g15670		4	35564713,35564715,35564716,35564717,	5386627,5389161,5389983,5390733,	2.5e-05,0.0018,0.00076,0.00029,	1.7,0.83,1.3,1.6,	kelch repeat-containing F-box family protein similar to SP|Q9ER30 Kelch-related protein 1 (Sarcosin) {Rattus norvegicus}; contains Pfam profiles PF01344: Kelch motif, PF00646: F-box domain
At1g15800		4	35564804,35564805,35564806,35564807,	5442188,5442598,5442999,5443824,	0.00046,0.00019,0.00081,0.0019,	1.1,1.4,0.94,1.2,	expressed protein 
At1g17400		4	35565688,35565689,35565690,35565691,	5963180,5963751,5964731,5965340,	0.0034,0.00064,2.6e-05,0.0014,	0.77,1,1.5,0.99,	hypothetical protein 
At1g18870		4	35566602,35566603,35566604,35566607,	6511675,6512362,6512907,6515423,	0.0022,0.00042,9.6e-05,0.00019,	0.81,1.3,1.4,1.2,	isochorismate synthase, putative / isochorismate mutase, putative similar to GI:17223087
At1g19180		4	35566766,35566767,35566768,35566769,	6620146,6620754,6621345,6621891,	6.3e-05,2e-05,1.8e-05,0.0032,	1.4,1.9,1.8,0.87,	expressed protein 
At1g19835		4	35567160,35567161,35567164,35567166,	6862196,6862713,6864960,6866239,	0.0003,0.00095,0.0028,0.0051,	1.1,1,0.75,0.88,	expressed protein contains Pfam PF05911: Plant protein of unknown function (DUF869)
At1g20890		4	35567816,35567817,35567818,35567821,	7266996,7267410,7267919,7269999,	0.00028,4.7e-05,0.00021,0.0032,	1.2,1.6,1.2,0.86,	expressed protein Location of ESTs OAO242 5' end, gb|Z30466 and OAO242 3' end, gb|Z30467
At1g21310		4	35568108,35568111,35568112,35568113,	7454805,7456653,7457251,7458129,	0.0029,0.0097,0.00056,0.0013,	0.85,0.65,1,1.2,	proline-rich extensin-like family protein contains extensin-like region, Pfam:PF04554
At1g21670		4	35568356,35568358,35568359,35568360,	7610027,7610816,7611570,7612320,	0.0014,0.00047,0.0073,0.0015,	1.1,1.1,1,0.96,	expressed protein similar to TolB protein precursor (SP:P50601) {Pseudomonas aeruginosa}
At1g22190		4	35568700,35568701,35568702,35568704,	7834199,7834633,7835198,7836394,	0.002,0.0048,0.00014,0.0049,	0.81,0.76,1.2,0.75,	AP2 domain-containing transcription factor, putative similar to AP2 domain containing protein RAP2.4 GI:2281633 from [Arabidopsis thaliana]
At1g22410		4	35568823,35568824,35568825,35568826,	7909398,7909846,7911036,7911722,	0.00096,6.5e-05,0.0018,0.0036,	1.1,1.6,0.86,0.93,	2-dehydro-3-deoxyphosphoheptonate aldolase, putative / 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase, putative / DAHP synthetase, putative similar to 3-deoxy-D-arabino-heptulosonate 7-phosphate GI:170224 from [Nicotiana tabacum], SP|P21357 from Solanum tuberosum; contains Pfam Class-II DAHP synthetase family domain PF01474
At1g24170		4	35569844,35569846,35569848,35569849,	8558262,8559128,8560356,8560753,	0.0039,0.0084,0.0042,0.0065,	0.7,0.87,0.84,0.65,	glycosyl transferase family 8 protein contains Pfam profile: PF01501 glycosyl transferase family 8
At1g26270		4	35570699,35570700,35570701,35570703,	9092675,9093186,9093966,9095159,	4.5e-06,1.8e-05,0.0085,0.0048,	2.3,1.7,0.65,0.85,	phosphatidylinositol 3- and 4-kinase family protein similar to phosphatidylinositol 4-kinase type-II beta [Homo sapiens] GI:20159767; contains Pfam profile PF00454: Phosphatidylinositol 3- and 4-kinase
At1g29660		4	35572724,35572725,35572726,35572731,	10364873,10365272,10365980,10369795,	6.5e-05,5.7e-06,0.0012,0.0088,	1.4,2.5,1.1,0.63,	GDSL-motif lipase/hydrolase family protein low similarity to family II lipase EXL1 [Arabidopsis thaliana] GI:15054382; contains InterPro Entry IPR001087 Lipolytic enzyme, G-D-S-L family
At1g30020		4	35572969,35572973,35572974,35572975,	10517619,10520380,10521036,10521783,	0.0054,0.00023,0.00036,0.0048,	0.91,1.5,1.1,0.77,	expressed protein contains Pfam profile PF04398: Protein of unknown function, DUF538
At1g32640	ATMYC2;JAI1;JIN1;MYC2;RD22BP1;ZBF1	4	35574892,35574896,35574903,35574907,	11799161,11800809,11807066,11810524,	0.00069,7.4e-05,0.0032,0.0012,	0.94,1.7,0.91,0.98,	basic helix-loop-helix (bHLH) protein (RAP-1) identical to bHLH protein GB:CAA67885 GI:1465368 from [Arabidopsis thaliana]
At1g41830		4	35579210,35579211,35579212,35579213,	15607952,15608405,15609074,15609581,	0.0013,0.00027,0.00042,0.0062,	0.85,1.1,1.1,0.66,	multi-copper oxidase type I family protein similar to pollen-specific BP10 protein [SP|Q00624][Brassica napus]; contains Pfam profile: PF00394 Multicopper oxidase
At1g48100		4	35582361,35582362,35582366,35582372,	17766851,17767302,17770379,17773185,	0.0039,0.0034,0.0027,0.00014,	0.72,0.95,1.1,1.7,	glycoside hydrolase family 28 protein / polygalacturonase (pectinase) family protein similar to polygalacturonase PG1 GI:5669846, PG2 GI:5669848 from [Glycine max]; contains PF00295: Glycosyl hydrolases family 28 (polygalacturonases)
At1g54130		4	35586101,35586102,35586103,35586104,	20212276,20212804,20213197,20213974,	0.0068,0.00045,4e-05,0.0011,	0.68,1,1.5,1,	RelA/SpoT protein, putative (RSH3) identical to RSH3 (RelA/SpoT homolog) GI:7141308 from [Arabidopsis thaliana]; contains Pfam profiles PF01966: HD domain, PF04607: Region found in RelA / SpoT proteins
At1g56020		4	35587286,35587289,35587291,35587292,	20954231,20955640,20956542,20957069,	0.0044,0.0029,0.0048,0.0031,	0.91,0.73,0.66,0.73,	expressed protein 
At1g60190		4	35589265,35589266,35589268,35589269,	22201693,22202111,22203573,22204075,	1.7e-05,0.0017,0.004,0.0059,	1.8,1.2,0.84,0.91,	armadillo/beta-catenin repeat family protein / U-box domain-containing protein contains Pfam domain, PF00514: Armadillo/beta-catenin-like repeats and Pfam, PF04564: U-box domain
At1g62300	WRKY6	4	35590560,35590562,35590563,35590564,	23024210,23025613,23026373,23027277,	0.0027,0.0026,0.00026,0.0059,	0.74,1,1.2,0.72,	WRKY family transcription factor similar to putative DNA-binding protein GI:7268215 from [Arabidopsis thaliana]
At1g63710		4	35591480,35591481,35591482,35591483,	23636715,23637147,23637538,23638169,	8.5e-06,0.0023,0.0034,0.0073,	2,0.81,0.86,0.77,	cytochrome P450, putative similar to cytochrome P450 GB:O23066 [Arabidopsis thaliana]
At1g65060	4CL3	4	35592344,35592346,35592347,35592348,	24172368,24173664,24174414,24174813,	0.00011,0.0043,0.00025,0.00054,	1.5,0.81,1.1,1.2,	4-coumarate--CoA ligase 3 / 4-coumaroyl-CoA synthase 3 (4CL3) identical to SP|Q9S777 4-coumarate--CoA ligase 3 (EC 6.2.1.12) (4CL 3) (4-coumaroyl-CoA synthase 3) {Arabidopsis thaliana}
At1g66160		4	35593080,35593081,35593082,35593083,	24639602,24640858,24641350,24641787,	0.0082,0.0014,6.8e-05,0.0019,	1,0.85,1.5,0.91,	U-box domain-containing protein similar to immediate-early fungal elicitor protein CMPG1 [Petroselinum crispum] GI:14582200; contains Pfam profile PF04564: U-box domain
At1g66760		4	35593447,35593448,35593449,35593451,	24901833,24902217,24902753,24904342,	0.0015,0.00072,8.7e-05,0.0049,	0.9,0.9,1.3,0.77,	MATE efflux family protein contains TIGRfam profile: TIGR00797: MATE efflux family protein, Pfam profile PF01554: Uncharacterized membrane protein family
At1g67340		4	35593966,35593967,35593968,35593971,	25227588,25227974,25229056,25231760,	0.0016,0.0013,7.9e-05,0.0094,	1.1,0.91,1.2,0.74,	zinc finger (MYND type) family protein / F-box family protein 
At1g68830		4	35594983,35594984,35594985,35594986,	25879395,25880265,25880906,25881462,	8.7e-05,5.3e-05,0.0063,8e-05,	1.2,1.4,0.86,1.6,	protein kinase family protein contains eukaryotic protein kinase domain, INTERPRO:IPR000719
At1g69030		4	35595100,35595101,35595103,35595104,	25953334,25953828,25955169,25955723,	0.0016,0.0012,0.00022,0.0014,	0.92,0.89,1.2,0.91,	BSD domain-containing protein contains Pfam profile PF03909: BSD domain
At1g70370		4	35595998,35595999,35596005,35596006,	26516829,26517374,26521021,26521576,	2.6e-05,0.0016,0.004,0.003,	1.8,0.85,0.69,0.9,	BURP domain-containing protein / polygalacturonase, putative similar to polygalacturonase isoenzyme 1 beta subunit [Lycopersicon esculentum] GI:170480; contains Pfam profile PF03181: BURP domain
At1g70420		4	35596042,35596043,35596044,35596045,	26544225,26544960,26546156,26546775,	0.0097,1.7e-05,1.7e-05,0.00041,	0.63,2,1.8,1.3,	expressed protein 
At1g71960		4	35596914,35596917,35596920,35596925,	27087125,27088672,27090261,27093671,	0.0052,0.0066,0.00075,0.0039,	0.93,0.63,1,0.74,	ABC transporter family protein similar to breast cancer resistance protein GB:AAC97367 from [Homo sapiens]
At1g72490		4	35597248,35597249,35597250,35597252,	27294706,27296334,27296771,27297796,	5.1e-05,0.00091,0.0016,0.0024,	1.4,1,1,0.76,	hypothetical protein  
At1g72700		4	35597372,35597373,35597374,35597375,	27366356,27367060,27367497,27368677,	0.0057,7.2e-05,0.00035,0.00026,	0.89,1.3,1.1,1.2,	haloacid dehalogenase-like hydrolase family protein similar to Potential phospholipid-transporting ATPase (EC 3.6.3.1) from Homo sapiens [SP|Q9Y2Q0, SP|O43520]; contains InterPro accession IPR005834: Haloacid dehalogenase-like hydrolase
At1g75400		4	35598895,35598897,35598902,35598903,	28296749,28297747,28300681,28301111,	0.0013,0.0077,0.00051,0.007,	0.86,0.67,1.3,0.67,	expressed protein 
At1g75710		4	35599096,35599100,35599101,35599102,	28430554,28432908,28433529,28434093,	0.0025,0.00089,0.0024,0.00041,	1.1,1.1,0.87,1.3,	zinc finger (C2H2 type) family protein contains zinc finger, C2H2 type, domain, PROSITE:PS00028
At1g76160		4	35599353,35599356,35599357,35599358,	28584299,28585726,28587904,28588533,	0.0045,0.0028,0.00025,0.00014,	0.71,0.74,1.1,1.3,	multi-copper oxidase type I family protein similar to pollen-specific BP10 protein [SP|Q00624][Brassica napus]; contains Pfam profile: PF00394 Multicopper oxidase
At1g76580		4	35599601,35599603,35599604,35599605,	28735986,28737645,28738028,28739078,	0.00048,0.0031,0.0061,0.0011,	0.96,0.72,0.88,0.93,	SPL1-Related3 protein (SPL1R3) identical to cDNA partial mRNA for SPL1-Related3 protein (SPL1R3 gene) GI:6006428
